2020-01-27 13:39:54,247 --- [ Keylogger initialized ]
2020-01-27 13:41:50,341 --- [ PID: 18672 - b'H' - b'fnirs - Remote Desktop Connection' ]
2020-01-27 13:41:50,341 --- [None]
2020-01-27 13:41:50,343 --- [None]
2020-01-27 13:45:32,955 --- [ PID: 11896 - b'H' - b'result' ]
2020-01-27 13:45:32,955 --- [Delete]
2020-01-27 13:47:52,603 --- [ PID: 6244 - b'H' - b'Messenger - Google Chrome' ]
2020-01-27 13:47:52,604 --- [Capital]
2020-01-27 13:47:52,724 --- I
2020-01-27 13:47:53,467 --- [Space]
2020-01-27 13:47:53,811 --- L
2020-01-27 13:47:54,099 --- I
2020-01-27 13:47:55,043 --- [Back]
2020-01-27 13:47:55,267 --- [Back]
2020-01-27 13:47:55,955 --- [Capital]
2020-01-27 13:47:56,203 --- L
2020-01-27 13:47:56,403 --- I
2020-01-27 13:47:56,627 --- K
2020-01-27 13:47:56,795 --- E
2020-01-27 13:47:57,379 --- [Space]
2020-01-27 13:47:57,827 --- T
2020-01-27 13:47:58,011 --- O
2020-01-27 13:47:58,339 --- [Space]
2020-01-27 13:47:58,603 --- B
2020-01-27 13:47:58,811 --- E
2020-01-27 13:47:59,067 --- [Space]
2020-01-27 13:47:59,835 --- A
2020-01-27 13:48:00,499 --- [Space]
2020-01-27 13:48:01,212 --- T
2020-01-27 13:48:01,459 --- E
2020-01-27 13:48:01,659 --- A
2020-01-27 13:48:01,939 --- C
2020-01-27 13:48:02,099 --- H
2020-01-27 13:48:02,539 --- E
2020-01-27 13:48:02,731 --- R
2020-01-27 13:48:03,803 --- [Return]
2020-01-27 13:48:12,611 --- H
2020-01-27 13:48:12,770 --- I
2020-01-27 13:48:13,939 --- [Return]
2020-01-27 13:48:38,715 --- [ PID: 6244 - b'H' - b'(1) Messenger - Google Chrome' ]
2020-01-27 13:48:38,715 --- T
2020-01-27 13:48:38,955 --- O
2020-01-27 13:48:39,787 --- [ PID: 6244 - b'H' - b'Messenger - Google Chrome' ]
2020-01-27 13:48:39,788 --- [Space]
2020-01-27 13:48:41,283 --- S
2020-01-27 13:48:41,531 --- P
2020-01-27 13:48:41,963 --- R
2020-01-27 13:48:42,171 --- E
2020-01-27 13:48:42,875 --- A
2020-01-27 13:48:43,090 --- D
2020-01-27 13:48:43,563 --- [Space]
2020-01-27 13:48:43,923 --- M
2020-01-27 13:48:44,347 --- Y
2020-01-27 13:48:44,851 --- [Space]
2020-01-27 13:48:45,395 --- T
2020-01-27 13:48:45,570 --- H
2020-01-27 13:48:45,788 --- I
2020-01-27 13:48:46,003 --- N
2020-01-27 13:48:46,699 --- K
2020-01-27 13:48:48,194 --- [Back]
2020-01-27 13:48:48,362 --- [Back]
2020-01-27 13:48:48,595 --- [Back]
2020-01-27 13:48:48,955 --- [Back]
2020-01-27 13:48:49,163 --- [Back]
2020-01-27 13:48:50,003 --- K
2020-01-27 13:48:50,419 --- N
2020-01-27 13:48:50,611 --- O
2020-01-27 13:48:51,139 --- W
2020-01-27 13:48:51,499 --- L
2020-01-27 13:48:51,691 --- E
2020-01-27 13:48:51,955 --- D
2020-01-27 13:48:52,403 --- G
2020-01-27 13:48:52,595 --- E
