text,0.000000,,8,0.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,2.000000,,6,2.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,5.000000,amy1.wav,0,5.500000,1.000000
text,5.000000,,1,5.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,8.000000,amy2.wav,1,8.500000,1.000000
text,8.000000,,1,8.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,11.000000,amy1.wav,0,11.500000,1.000000
text,11.000000,,1,11.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,14.000000,amy2.wav,1,14.500000,1.000000
text,14.000000,,1,14.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,17.000000,amy1.wav,0,17.500000,1.000000
text,17.000000,,1,17.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,20.000000,amy2.wav,1,20.500000,1.000000
text,20.000000,,1,20.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,20.500000,,1,23.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,23.500000,,1,26.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,26.500000,,1,29.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,29.500000,,1,32.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,32.500000,,1,35.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,35.000000,amy1.wav,0,35.500000,1.000000
text,35.000000,,1,35.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,38.000000,amy2.wav,1,38.500000,1.000000
text,38.000000,,1,38.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,41.000000,amy1.wav,0,41.500000,1.000000
text,41.000000,,1,41.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,44.000000,amy2.wav,1,44.500000,1.000000
text,44.000000,,1,44.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,47.000000,amy1.wav,0,47.500000,1.000000
text,47.000000,,1,47.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,50.000000,amy2.wav,1,50.500000,1.000000
text,50.000000,,1,50.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,50.500000,,1,53.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,53.500000,,1,56.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,56.500000,,1,59.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,59.500000,,1,62.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,62.500000,,1,65.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
